S;k;time
264;3;0.000037
264;4;0.000038
264;5;0.000042
264;6;0.000044
264;7;0.000046
264;8;0.000049
264;9;0.000049
264;10;0.000052
264;11;0.000052
264;12;0.000054
264;13;0.000055
264;14;0.000055
264;15;0.000058
264;16;0.000058
264;17;0.000058
264;18;0.000060
264;19;0.000061
265;0;0.000029
265;1;0.000032
265;2;0.000035
265;3;0.000037
265;4;0.000039
265;5;0.000042
265;6;0.000044
265;7;0.000047
265;8;0.000049
265;9;0.000051
265;10;0.000051
265;11;0.000052
265;12;0.000053
265;13;0.000055
265;14;0.000057
265;15;0.000057
265;16;0.000058
265;17;0.000061
265;18;0.000060
265;19;0.000061
266;0;0.000028
266;1;0.000034
266;2;0.000035
266;3;0.000037
266;4;0.000039
266;5;0.000044
266;6;0.000044
266;7;0.000047
266;8;0.000049
266;9;0.000051
266;10;0.000051
266;11;0.000053
266;12;0.000054
266;13;0.000055
266;14;0.000056
266;15;0.000058
266;16;0.000060
266;17;0.000059
266;18;0.000061
266;19;0.000061
267;0;0.000029
267;1;0.000033
267;2;0.000035
267;3;0.000038
267;4;0.000039
267;5;0.000042
267;6;0.000045
267;7;0.000047
267;8;0.000049
267;9;0.000050
267;10;0.000052
267;11;0.000053
267;12;0.000054
267;13;0.000055
267;14;0.000057
267;15;0.000059
267;16;0.000059
267;17;0.000061
267;18;0.000061
267;19;0.000062
268;0;0.000029
268;1;0.000033
268;2;0.000036
268;3;0.000037
268;4;0.000039
268;5;0.000042
268;6;0.000045
268;7;0.000047
268;8;0.000049
268;9;0.000052
268;10;0.000052
268;11;0.000053
268;12;0.000055
268;13;0.000056
268;14;0.000057
268;15;0.000058
268;16;0.000061
268;17;0.000060
268;18;0.000061
268;19;0.000063
269;0;0.000029
269;1;0.000034
269;2;0.000035
269;3;0.000059
269;4;0.000042
269;5;0.000076
269;6;0.000066
269;7;0.000063
269;8;0.000049
269;9;0.000050
269;10;0.000053
269;11;0.000053
269;12;0.000054
269;13;0.000056
269;14;0.000057
269;15;0.000059
269;16;0.000059
269;17;0.000062
269;18;0.000062
269;19;0.000079
270;0;0.000048
270;1;0.000057
270;2;0.000035
270;3;0.000037
270;4;0.000040
270;5;0.000042
270;6;0.000046
270;7;0.000048
270;8;0.000050
270;9;0.000051
270;10;0.000052
270;11;0.000054
270;12;0.000055
270;13;0.000056
270;14;0.000057
270;15;0.000058
270;16;0.000060
270;17;0.000061
270;18;0.000063
270;19;0.000062
271;0;0.000030
271;1;0.000033
271;2;0.000035
271;3;0.000037
271;4;0.000039
271;5;0.000044
271;6;0.000045
271;7;0.000048
271;8;0.000050
271;9;0.000051
271;10;0.000053
271;11;0.000053
271;12;0.000055
271;13;0.000057
271;14;0.000058
271;15;0.000058
271;16;0.000060
271;17;0.000061
271;18;0.000062
271;19;0.000063
272;0;0.000029
272;1;0.000034
272;2;0.000036
272;3;0.000038
272;4;0.000041
272;5;0.000043
272;6;0.000045
272;7;0.000048
272;8;0.000050
272;9;0.000052
272;10;0.000052
272;11;0.000055
272;12;0.000055
272;13;0.000056
272;14;0.000058
272;15;0.000058
272;16;0.000061
272;17;0.000061
272;18;0.000064
272;19;0.000063
273;0;0.000029
273;1;0.000033
273;2;0.000035
273;3;0.000039
273;4;0.000040
273;5;0.000044
273;6;0.000046
273;7;0.000048
273;8;0.000051
273;9;0.000052
273;10;0.000054
273;11;0.000054
273;12;0.000056
273;13;0.000057
273;14;0.000058
273;15;0.000059
273;16;0.000060
273;17;0.000063
273;18;0.000062
273;19;0.000063
274;0;0.000029
274;1;0.000034
274;2;0.000036
274;3;0.000038
274;4;0.000041
274;5;0.000044
274;6;0.000046
274;7;0.000048
274;8;0.000050
274;9;0.000053
274;10;0.000053
274;11;0.000054
274;12;0.000055
274;13;0.000057
274;14;0.000058
274;15;0.000060
274;16;0.000062
274;17;0.000061
274;18;0.000063
274;19;0.000064
275;0;0.000029
275;1;0.000034
275;2;0.000036
275;3;0.000039
275;4;0.000040
275;5;0.000044
275;6;0.000046
275;7;0.000048
275;8;0.000051
275;9;0.000052
275;10;0.000054
275;11;0.000055
275;12;0.000055
275;13;0.000057
275;14;0.000058
275;15;0.000060
275;16;0.000061
275;17;0.000061
275;18;0.000064
275;19;0.000064
276;0;0.000031
276;1;0.000034
276;2;0.000036
276;3;0.000038
276;4;0.000040
276;5;0.000045
276;6;0.000046
276;7;0.000050
276;8;0.000050
276;9;0.000052
276;10;0.000053
276;11;0.000055
276;12;0.000057
276;13;0.000057
276;14;0.000058
276;15;0.000060
276;16;0.000061
276;17;0.000062
276;18;0.000063
276;19;0.000065
277;0;0.000030
277;1;0.000035
277;2;0.000036
277;3;0.000038
277;4;0.000041
277;5;0.000044
277;6;0.000048
277;7;0.000049
277;8;0.000051
277;9;0.000052
277;10;0.000053
277;11;0.000056
277;12;0.000057
277;13;0.000058
277;14;0.000059
277;15;0.000060
277;16;0.000061
277;17;0.000062
277;18;0.000064
277;19;0.000065
278;0;0.000030
278;1;0.000034
278;2;0.000036
278;3;0.000038
278;4;0.000040
278;5;0.000045
278;6;0.000047
278;7;0.000049
278;8;0.000051
278;9;0.000052
278;10;0.000054
278;11;0.000055
278;12;0.000058
278;13;0.000058
278;14;0.000059
278;15;0.000060
278;16;0.000062
278;17;0.000065
278;18;0.000063
278;19;0.000065
279;0;0.000030
279;1;0.000034
279;2;0.000107
279;3;0.000038
279;4;0.000041
279;5;0.000045
279;6;0.000048
279;7;0.000049
279;8;0.000051
279;9;0.000052
279;10;0.000054
279;11;0.000056
279;12;0.000056
279;13;0.000059
279;14;0.000059
279;15;0.000061
279;16;0.000062
279;17;0.000062
279;18;0.000064
279;19;0.000065
280;0;0.000031
280;1;0.000035
280;2;0.000037
280;3;0.000039
280;4;0.000041
280;5;0.000046
280;6;0.000047
280;7;0.000049
280;8;0.000052
280;9;0.000053
280;10;0.000054
280;11;0.000055
280;12;0.000058
280;13;0.000058
280;14;0.000060
280;15;0.000168
280;16;0.000062
280;17;0.000063
280;18;0.000063
280;19;0.000066
281;0;0.000030
281;1;0.000034
281;2;0.000037
281;3;0.000039
281;4;0.000041
281;5;0.000044
281;6;0.000048
281;7;0.000050
281;8;0.000052
281;9;0.000053
281;10;0.000054
281;11;0.000056
281;12;0.000057
281;13;0.000059
281;14;0.000060
281;15;0.000061
281;16;0.000063
281;17;0.000063
281;18;0.000065
281;19;0.000065
282;0;0.000031
282;1;0.000035
282;2;0.000037
282;3;0.000038
282;4;0.000041
282;5;0.000046
282;6;0.000048
282;7;0.000049
282;8;0.000052
282;9;0.000053
282;10;0.000054
282;11;0.000056
282;12;0.000059
282;13;0.000059
282;14;0.000059
282;15;0.000061
282;16;0.000062
282;17;0.000065
282;18;0.000064
282;19;0.000066
283;0;0.000030
283;1;0.000035
283;2;0.000038
283;3;0.000039
283;4;0.000042
283;5;0.000044
283;6;0.000048
283;7;0.000050
283;8;0.000052
283;9;0.000054
283;10;0.000055
283;11;0.000056
283;12;0.000057
283;13;0.000058
283;14;0.000060
283;15;0.000061
283;16;0.000063
283;17;0.000063
283;18;0.000065
283;19;0.000066
284;0;0.000030
284;1;0.000035
284;2;0.000037
284;3;0.000040
284;4;0.000041
284;5;0.000045
284;6;0.000048
284;7;0.000051
284;8;0.000053
284;9;0.000054
284;10;0.000056
284;11;0.000057
284;12;0.000058
284;13;0.000059
284;14;0.000060
284;15;0.000062
284;16;0.000063
284;17;0.000064
284;18;0.000065
284;19;0.000067
285;0;0.000031
285;1;0.000036
285;2;0.000037
285;3;0.000039
285;4;0.000043
285;5;0.000046
285;6;0.000050
285;7;0.000052
285;8;0.000052
285;9;0.000054
285;10;0.000056
285;11;0.000057
285;12;0.000057
285;13;0.000059
285;14;0.000062
285;15;0.000062
285;16;0.000063
285;17;0.000063
285;18;0.000065
285;19;0.000066
286;0;0.000031
286;1;0.000036
286;2;0.000037
286;3;0.000039
286;4;0.000042
286;5;0.000045
286;6;0.000048
286;7;0.000050
286;8;0.000054
286;9;0.000054
286;10;0.000056
286;11;0.000057
286;12;0.000058
286;13;0.000061
286;14;0.000062
286;15;0.000063
286;16;0.000063
286;17;0.000065
286;18;0.000066
286;19;0.000067
287;0;0.000032
287;1;0.000035
287;2;0.000037
287;3;0.000040
287;4;0.000042
287;5;0.000047
287;6;0.000048
287;7;0.000052
287;8;0.000053
287;9;0.000054
287;10;0.000056
287;11;0.000057
287;12;0.000059
287;13;0.000059
287;14;0.000061
287;15;0.000062
287;16;0.000063
287;17;0.000064
287;18;0.000065
287;19;0.000068
288;0;0.000031
288;1;0.000035
288;2;0.000038
288;3;0.000040
288;4;0.000042
288;5;0.000046
288;6;0.000049
288;7;0.000051
288;8;0.000053
288;9;0.000054
288;10;0.000056
288;11;0.000058
288;12;0.000058
288;13;0.000061
288;14;0.000061
288;15;0.000063
288;16;0.000064
288;17;0.000064
288;18;0.000066
288;19;0.000067
289;0;0.000032
289;1;0.000036
289;2;0.000037
289;3;0.000040
289;4;0.000042
289;5;0.000047
289;6;0.000049
289;7;0.000051
289;8;0.000053
289;9;0.000055
289;10;0.000056
289;11;0.000057
289;12;0.000060
289;13;0.000060
289;14;0.000062
289;15;0.000063
289;16;0.000064
289;17;0.000065
289;18;0.000066
289;19;0.000069
290;0;0.000031
290;1;0.000036
290;2;0.000038
290;3;0.000040
290;4;0.000043
290;5;0.000046
290;6;0.000049
290;7;0.000051
290;8;0.000053
290;9;0.000055
290;10;0.000057
290;11;0.000096
290;12;0.000125
290;13;0.000060
290;14;0.000062
290;15;0.000064
290;16;0.000064
290;17;0.000067
290;18;0.000067
290;19;0.000068
291;0;0.000032
291;1;0.000036
291;2;0.000038
291;3;0.000040
291;4;0.000043
291;5;0.000047
291;6;0.000049
291;7;0.000053
291;8;0.000054
291;9;0.000055
291;10;0.000057
291;11;0.000058
291;12;0.000059
291;13;0.000060
291;14;0.000062
291;15;0.000063
291;16;0.000064
291;17;0.000065
291;18;0.000066
291;19;0.000068
292;0;0.000031
292;1;0.000037
292;2;0.000037
292;3;0.000040
292;4;0.000043
292;5;0.000047
292;6;0.000050
292;7;0.000052
292;8;0.000055
292;9;0.000055
292;10;0.000056
292;11;0.000058
292;12;0.000059
292;13;0.000062
292;14;0.000062
292;15;0.000063
292;16;0.000065
292;17;0.000066
292;18;0.000067
292;19;0.000068
293;0;0.000033
293;1;0.000036
293;2;0.000038
293;3;0.000040
293;4;0.000043
293;5;0.000047
293;6;0.000049
293;7;0.000053
293;8;0.000054
293;9;0.000056
293;10;0.000057
293;11;0.000058
293;12;0.000060
293;13;0.000061
293;14;0.000064
293;15;0.000064
293;16;0.000064
293;17;0.000066
293;18;0.000067
293;19;0.000069
294;0;0.000031
294;1;0.000037
294;2;0.000038
294;3;0.000040
294;4;0.000043
294;5;0.000046
294;6;0.000050
294;7;0.000052
294;8;0.000054
294;9;0.000125
294;10;0.000057
294;11;0.000058
294;12;0.000059
294;13;0.000061
294;14;0.000063
294;15;0.000064
294;16;0.000065
294;17;0.000068
294;18;0.000067
294;19;0.000070
295;0;0.000032
295;1;0.000037
295;2;0.000038
295;3;0.000040
295;4;0.000043
295;5;0.000047
295;6;0.000051
295;7;0.000052
295;8;0.000054
295;9;0.000056
295;10;0.000057
295;11;0.000059
295;12;0.000060
295;13;0.000062
295;14;0.000062
295;15;0.000064
295;16;0.000066
295;17;0.000066
295;18;0.000067
295;19;0.000069
296;0;0.000033
296;1;0.000036
296;2;0.000038
296;3;0.000041
296;4;0.000044
296;5;0.000047
296;6;0.000049
296;7;0.000053
296;8;0.000054
296;9;0.000056
296;10;0.000057
296;11;0.000058
296;12;0.000061
296;13;0.000061
296;14;0.000064
296;15;0.000064
296;16;0.000065
296;17;0.000066
296;18;0.000068
296;19;0.000070
297;0;0.000032
297;1;0.000038
297;2;0.000038
297;3;0.000041
297;4;0.000043
297;5;0.000047
297;6;0.000051
297;7;0.000052
297;8;0.000056
297;9;0.000090
297;10;0.000058
297;11;0.000059
297;12;0.000060
297;13;0.000063
297;14;0.000063
297;15;0.000064
297;16;0.000066
297;17;0.000067
297;18;0.000068
297;19;0.000069
298;0;0.000032
298;1;0.000037
298;2;0.000038
298;3;0.000042
298;4;0.000043
298;5;0.000048
298;6;0.000050
298;7;0.000052
298;8;0.000055
298;9;0.000056
298;10;0.000058
298;11;0.000059
298;12;0.000060
298;13;0.000062
298;14;0.000063
298;15;0.000064
298;16;0.000066
298;17;0.000067
298;18;0.000068
298;19;0.000071
299;0;0.000032
299;1;0.000037
299;2;0.000040
299;3;0.000041
299;4;0.000043
299;5;0.000048
299;6;0.000050
299;7;0.000054
299;8;0.000055
299;9;0.000058
299;10;0.000058
299;11;0.000060
299;12;0.000061
299;13;0.000062
299;14;0.000064
299;15;0.000065
299;16;0.000067
299;17;0.000067
299;18;0.000069
299;19;0.000070
300;0;0.000032
300;1;0.000038
300;2;0.000039
300;3;0.000042
300;4;0.000044
300;5;0.000047
300;6;0.000050
300;7;0.000053
300;8;0.000057
300;9;0.000058
300;10;0.000059
300;11;0.000060
300;12;0.000060
300;13;0.000063
300;14;0.000064
300;15;0.000066
300;16;0.000067
300;17;0.000067
300;18;0.000069
300;19;0.000070
301;0;0.000033
301;1;0.000037
301;2;0.000115
301;3;0.000078
301;4;0.000045
301;5;0.000049
301;6;0.000052
301;7;0.000053
301;8;0.000055
301;9;0.000058
301;10;0.000058
301;11;0.000061
301;12;0.000062
301;13;0.000064
301;14;0.000064
301;15;0.000065
301;16;0.000067
301;17;0.000070
301;18;0.000069
301;19;0.000070
302;0;0.000033
302;1;0.000039
302;2;0.000041
302;3;0.000043
302;4;0.000045
302;5;0.000048
302;6;0.000051
302;7;0.000054
302;8;0.000057
302;9;0.000058
302;10;0.000059
302;11;0.000060
302;12;0.000062
302;13;0.000063
302;14;0.000065
302;15;0.000067
302;16;0.000068
302;17;0.000070
302;18;0.000069
302;19;0.000071
303;0;0.000034
303;1;0.000038
303;2;0.000040
303;3;0.000042
303;4;0.000045
303;5;0.000048
303;6;0.000052
303;7;0.000055
303;8;0.000056
303;9;0.000058
303;10;0.000059
303;11;0.000061
303;12;0.000064
303;13;0.000064
303;14;0.000065
303;15;0.000067
303;16;0.000068
303;17;0.000068
303;18;0.000070
303;19;0.000072
304;0;0.000033
304;1;0.000039
304;2;0.000040
304;3;0.000043
304;4;0.000046
304;5;0.000049
304;6;0.000053
304;7;0.000054
304;8;0.000058
304;9;0.000058
304;10;0.000060
304;11;0.000061
304;12;0.000062
304;13;0.000065
304;14;0.000065
304;15;0.000067
304;16;0.000068
304;17;0.000069
304;18;0.000070
304;19;0.000072
305;0;0.000035
305;1;0.000039
305;2;0.000042
305;3;0.000043
305;4;0.000045
305;5;0.000049
305;6;0.000052
305;7;0.000055
305;8;0.000057
305;9;0.000059
305;10;0.000059
305;11;0.000061
305;12;0.000062
305;13;0.000064
305;14;0.000066
305;15;0.000067
305;16;0.000068
305;17;0.000068
305;18;0.000070
305;19;0.000072
306;0;0.000034
306;1;0.000040
306;2;0.000041
306;3;0.000042
306;4;0.000046
306;5;0.000049
306;6;0.000052
306;7;0.000054
306;8;0.000058
306;9;0.000058
306;10;0.000060
306;11;0.000061
306;12;0.000063
306;13;0.000065
306;14;0.000066
306;15;0.000068
306;16;0.000069
306;17;0.000071
306;18;0.000071
306;19;0.000072
307;0;0.000034
307;1;0.000038
307;2;0.000041
307;3;0.000044
307;4;0.000045
307;5;0.000050
307;6;0.000052
307;7;0.000055
307;8;0.000057
307;9;0.000059
307;10;0.000061
307;11;0.000061
307;12;0.000063
307;13;0.000064
307;14;0.000066
307;15;0.000068
307;16;0.000069
307;17;0.000070
307;18;0.000071
307;19;0.000073
308;0;0.000033
308;1;0.000039
308;2;0.000040
308;3;0.000043
308;4;0.000046
308;5;0.000049
308;6;0.000053
308;7;0.000055
308;8;0.000057
308;9;0.000059
308;10;0.000097
308;11;0.000136
308;12;0.000063
308;13;0.000065
308;14;0.000066
308;15;0.000068
308;16;0.000171
308;17;0.000071
308;18;0.000070
308;19;0.000072
309;0;0.000033
309;1;0.000038
309;2;0.000041
309;3;0.000043
309;4;0.000046
309;5;0.000049
309;6;0.000053
309;7;0.000055
309;8;0.000056
309;9;0.000059
309;10;0.000061
309;11;0.000063
309;12;0.000063
309;13;0.000065
309;14;0.000065
309;15;0.000067
309;16;0.000068
309;17;0.000069
309;18;0.000072
309;19;0.000072
310;0;0.000035
310;1;0.000039
310;2;0.000041
310;3;0.000043
310;4;0.000045
310;5;0.000050
310;6;0.000052
310;7;0.000056
310;8;0.000058
310;9;0.000059
310;10;0.000060
310;11;0.000061
310;12;0.000064
310;13;0.000064
310;14;0.000067
310;15;0.000068
310;16;0.000069
310;17;0.000073
310;18;0.000071
310;19;0.000072
311;0;0.000034
311;1;0.000038
311;2;0.000041
311;3;0.000043
311;4;0.000045
311;5;0.000049
311;6;0.000053
311;7;0.000055
311;8;0.000057
311;9;0.000059
311;10;0.000061
311;11;0.000063
311;12;0.000063
311;13;0.000066
311;14;0.000066
311;15;0.000068
311;16;0.000069
311;17;0.000070
311;18;0.000072
311;19;0.000072
312;0;0.000034
312;1;0.000038
312;2;0.000040
312;3;0.000043
312;4;0.000045
312;5;0.000051
312;6;0.000052
312;7;0.000055
312;8;0.000058
312;9;0.000059
312;10;0.000061
312;11;0.000062
312;12;0.000064
312;13;0.000065
312;14;0.000067
312;15;0.000068
312;16;0.000069
312;17;0.000071
312;18;0.000071
312;19;0.000073
313;0;0.000034
313;1;0.000038
313;2;0.000041
313;3;0.000043
313;4;0.000047
313;5;0.000049
313;6;0.000052
313;7;0.000055
313;8;0.000058
313;9;0.000061
313;10;0.000061
313;11;0.000063
313;12;0.000063
313;13;0.000065
313;14;0.000066
313;15;0.000068
313;16;0.000070
313;17;0.000070
313;18;0.000072
313;19;0.000073
314;0;0.000033
314;1;0.000039
314;2;0.000041
314;3;0.000044
314;4;0.000046
314;5;0.000050
314;6;0.000052
314;7;0.000056
314;8;0.000058
314;9;0.000059
314;10;0.000062
314;11;0.000062
314;12;0.000063
314;13;0.000065
314;14;0.000067
314;15;0.000069
314;16;0.000070
314;17;0.000073
314;18;0.000106
314;19;0.000074
315;0;0.000070
315;1;0.000070
315;2;0.000041
315;3;0.000043
315;4;0.000047
315;5;0.000050
315;6;0.000053
315;7;0.000055
315;8;0.000058
315;9;0.000061
315;10;0.000061
315;11;0.000062
315;12;0.000064
315;13;0.000065
315;14;0.000067
315;15;0.000068
315;16;0.000070
315;17;0.000071
315;18;0.000072
315;19;0.000074
316;0;0.000034
316;1;0.000039
316;2;0.000041
316;3;0.000044
316;4;0.000046
316;5;0.000050
316;6;0.000053
316;7;0.000056
316;8;0.000059
316;9;0.000060
316;10;0.000063
316;11;0.000063
316;12;0.000064
316;13;0.000066
316;14;0.000067
316;15;0.000070
316;16;0.000070
316;17;0.000071
316;18;0.000072
316;19;0.000074
317;0;0.000034
317;1;0.000039
317;2;0.000042
317;3;0.000045
317;4;0.000048
317;5;0.000050
317;6;0.000054
317;7;0.000057
317;8;0.000058
317;9;0.000061
317;10;0.000061
317;11;0.000063
317;12;0.000064
317;13;0.000066
317;14;0.000069
317;15;0.000069
317;16;0.000070
317;17;0.000071
317;18;0.000074
317;19;0.000074
318;0;0.000034
318;1;0.000040
318;2;0.000041
318;3;0.000043
318;4;0.000047
318;5;0.000051
318;6;0.000055
318;7;0.000057
318;8;0.000059
318;9;0.000061
318;10;0.000061
318;11;0.000063
318;12;0.000065
318;13;0.000067
318;14;0.000068
318;15;0.000069
318;16;0.000071
318;17;0.000073
318;18;0.000073
318;19;0.000074
319;0;0.000034
319;1;0.000040
319;2;0.000042
319;3;0.000045
319;4;0.000047
319;5;0.000051
319;6;0.000053
319;7;0.000056
319;8;0.000060
319;9;0.000061
319;10;0.000063
319;11;0.000064
319;12;0.000065
319;13;0.000067
319;14;0.000068
319;15;0.000070
319;16;0.000071
319;17;0.000072
319;18;0.000073
319;19;0.000075
320;0;0.000035
320;1;0.000039
320;2;0.000043
320;3;0.000044
320;4;0.000047
320;5;0.000050
320;6;0.000054
320;7;0.000057
320;8;0.000059
320;9;0.000062
320;10;0.000063
320;11;0.000064
320;12;0.000066
320;13;0.000067
320;14;0.000068
320;15;0.000070
320;16;0.000072
320;17;0.000072
320;18;0.000074
320;19;0.000075
321;0;0.000034
321;1;0.000040
321;2;0.000042
321;3;0.000046
321;4;0.000047
321;5;0.000051
321;6;0.000054
321;7;0.000056
321;8;0.000060
321;9;0.000061
321;10;0.000062
321;11;0.000064
321;12;0.000066
321;13;0.000068
321;14;0.000068
321;15;0.000071
321;16;0.000071
321;17;0.000072
321;18;0.000073
321;19;0.000075
322;0;0.000035
322;1;0.000039
322;2;0.000043
322;3;0.000044
322;4;0.000048
322;5;0.000051
322;6;0.000054
322;7;0.000057
322;8;0.000059
322;9;0.000061
322;10;0.000062
322;11;0.000064
322;12;0.000065
322;13;0.000067
322;14;0.000069
322;15;0.000104
322;16;0.000072
322;17;0.000073
322;18;0.000077
322;19;0.000075
323;0;0.000035
323;1;0.000039
323;2;0.000042
323;3;0.000045
323;4;0.000047
323;5;0.000052
323;6;0.000054
323;7;0.000057
323;8;0.000059
323;9;0.000061
323;10;0.000064
323;11;0.000064
323;12;0.000065
323;13;0.000067
323;14;0.000069
323;15;0.000072
323;16;0.000072
323;17;0.000073
323;18;0.000074
323;19;0.000075
324;0;0.000034
324;1;0.000040
324;2;0.000043
324;3;0.000045
324;4;0.000048
324;5;0.000051
324;6;0.000054
324;7;0.000057
324;8;0.000060
324;9;0.000062
324;10;0.000102
324;11;0.000083
324;12;0.000086
324;13;0.000099
324;14;0.000069
324;15;0.000071
324;16;0.000072
324;17;0.000073
324;18;0.000076
324;19;0.000076
325;0;0.000035
325;1;0.000040
325;2;0.000042
325;3;0.000044
325;4;0.000048
325;5;0.000053
325;6;0.000054
325;7;0.000057
325;8;0.000060
325;9;0.000062
325;10;0.000064
325;11;0.000064
325;12;0.000066
325;13;0.000067
325;14;0.000069
325;15;0.000071
325;16;0.000073
325;17;0.000074
325;18;0.000074
325;19;0.000076
326;0;0.000035
326;1;0.000041
326;2;0.000043
326;3;0.000045
326;4;0.000047
326;5;0.000052
326;6;0.000055
326;7;0.000058
326;8;0.000061
326;9;0.000062
326;10;0.000063
326;11;0.000065
326;12;0.000068
326;13;0.000068
326;14;0.000069
326;15;0.000071
326;16;0.000072
326;17;0.000073
326;18;0.000074
326;19;0.000077
327;0;0.000035
327;1;0.000040
327;2;0.000043
327;3;0.000045
327;4;0.000049
327;5;0.000052
327;6;0.000056
327;7;0.000058
327;8;0.000060
327;9;0.000062
327;10;0.000064
327;11;0.000066
327;12;0.000066
327;13;0.000068
327;14;0.000069
327;15;0.000071
327;16;0.000072
327;17;0.000075
327;18;0.000075
327;19;0.000076
328;0;0.000035
328;1;0.000042
328;2;0.000043
328;3;0.000046
328;4;0.000047
328;5;0.000052
328;6;0.000055
328;7;0.000058
328;8;0.000061
328;9;0.000062
328;10;0.000063
328;11;0.000065
328;12;0.000067
328;13;0.000068
328;14;0.000069
328;15;0.000072
328;16;0.000073
328;17;0.000074
328;18;0.000075
328;19;0.000077
329;0;0.000035
329;1;0.000040
329;2;0.000044
329;3;0.000046
329;4;0.000049
329;5;0.000052
329;6;0.000055
329;7;0.000059
329;8;0.000060
329;9;0.000062
329;10;0.000064
329;11;0.000065
329;12;0.000067
329;13;0.000068
329;14;0.000071
329;15;0.000071
329;16;0.000073
329;17;0.000074
329;18;0.000075
329;19;0.000077
330;0;0.000035
330;1;0.000042
330;2;0.000042
330;3;0.000045
330;4;0.000048
330;5;0.000052
330;6;0.000056
330;7;0.000058
330;8;0.000061
330;9;0.000063
330;10;0.000065
330;11;0.000066
330;12;0.000067
330;13;0.000070
330;14;0.000070
330;15;0.000071
330;16;0.000073
330;17;0.000075
330;18;0.000075
330;19;0.000077
331;0;0.000036
331;1;0.000040
331;2;0.000043
331;3;0.000045
331;4;0.000048
331;5;0.000052
331;6;0.000056
331;7;0.000060
331;8;0.000061
331;9;0.000063
331;10;0.000064
331;11;0.000066
331;12;0.000069
